Theme,Opportunity Space,Year Founded,Maturity,Website,Business Description,Funding Stage,Total funding (US$),Region,Country,Company Name,Showing?
Fuel & Energy Efficiency,Renewable Energy,2015,Emerging,https://suryarenewableenergysystems.com,Manufacturer and supplier of solar energy products,Unfunded,,Asia & the Pacific,India,Surya Renewable Energy Systems,Yes
Fuel & Energy Efficiency,Renewable Energy,2007,Emerging,https://urjafuture.in,Solar power based energy solutions developer,Unfunded,,Asia & the Pacific,India,Urja Future,Yes
Fuel & Energy Efficiency,Renewable Energy,2014,Emerging,https://utseco.com,Manufacturer of solar water heater,Unfunded,,Asia & the Pacific,India,UtsEco Solar,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Emerging,https://visprasolar.com,Manufacturer of solar inverters,Unfunded,,Asia & the Pacific,India,Vispra,Yes
Fuel & Energy Efficiency,Renewable Energy,2009,Emerging,https://vvenergy.com,Biomass briquettes supplier,Unfunded,,Asia & the Pacific,India,VisViva Renewable Energy,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Emerging,https://gananikepri.com,Fuel distribution company,Unfunded,,Asia & the Pacific,Indonesia,PT Ganani,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2012,Emerging,https://pasifikenergitrans.com,Industrial fuel oil distribution company,Unfunded,,Asia & the Pacific,Indonesia,PT. Pacific Energi Trans,Yes
Fuel & Energy Efficiency,New Fuel Types,2016,Emerging,https://solusilimbahenergi.com,Manufacturer and supplier of biomass products,Unfunded,,Asia & the Pacific,Indonesia,Solusi Limbah Energi,Yes
Fuel & Energy Efficiency,Renewable Energy,2008,Emerging,https://mkusby.com,"Provider of power quality monitoring, energy storage and photovoltaic power generation solutions.",Unfunded,,Asia & the Pacific,Indonesia,Media Kontrol Utama,Yes
Fuel & Energy Efficiency,Renewable Energy,2019,Distant,https://renergynusantara.com,Developer of solar powered electric vehicle charging stations,Unfunded,,Asia & the Pacific,Indonesia,Renergy Nusantara,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Emerging,https://nanoarisa.com,Manufacturer of nanotechnology based anti-corrosive coatings,Unfunded,,Asia & the Pacific,Iran,Nano Arisa,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Distant,https://daretech.ie,Portable wind turbines for marine use,Seed,55000,Europe,Ireland,Dare Technology,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Emerging,https://elsair.ie,Bioethanol producer from existing waste feedstocks,Unfunded,,Europe,Ireland,Elsair,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2005,Emerging,https://gasngo.com,Wireless Automated Vehicle Identification for automated fuelling and fleet management,Series A,12000000,MENA,Israel,Petratec,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2013,Distant,https://chakratec.com,Flywheel storage system,Series C,7600000,MENA,Israel,Chakratec,Yes
Fuel & Energy Efficiency,Renewable Energy,2007,Emerging,https://transbiodiesel.com,Catalysts for Biodiesel Fuels,Series A,1500000,MENA,Israel,TransBiodiesel,Yes
Fuel & Energy Efficiency,New Fuel Types,2019,Distant,https://h2pro.co,Developer of a technology for producing hydrogen from water,Seed,279497,MENA,Israel,H2PRO,Yes
Fuel & Energy Efficiency,New Fuel Types,2010,Emerging,https://h2energynow.com,Hydrogen generation using radio waves,Seed,75000,MENA,Israel,H2 Energy Now,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2017,Emerging,https://amber-medical.com,Provider of drugs for treating ischaemic heart disease,Unfunded,,MENA,Israel,Amber Medical,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Emerging,https://jifleet.com,Software solution for fuel management and optimization,Unfunded,,MENA,Israel,JiFleet,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2011,Emerging,https://nanoztec.com,Nanotechnology-based coating solutions for construction & automotive industry,Unfunded,,MENA,Israel,Nano-Z Coating,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2014,Existing,https://thermasphera.com,Hydro-Pneumatic energy storage system developer,Seed,,MENA,Israel,ThermaSphera,Yes
Fuel & Energy Efficiency,New Fuel Types,2015,Distant,https://nrgstoredge.com,Aqueous solution for storing hydrogen,Funded,,MENA,Israel,NrgStorEdge,Yes
Fuel & Energy Efficiency,New Fuel Types,2014,Emerging,https://terragenic.com,Hybrid energy storage solution,Funded,,MENA,Israel,Terragenic,Yes
Fuel & Energy Efficiency,New Fuel Types,2009,Emerging,https://univerve.co.il,Micro-algae production technology developer,Unfunded,,MENA,Israel,UniVerve,Yes
Fuel & Energy Efficiency,Renewable Energy,2014,Emerging,https://apollo-power.com,Developer of solar thin films and solar home systems,Funded,,MENA,Israel,Apollo Power,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Emerging,https://israzion.com,Specialised materials for energy storage and other applications,Unfunded,,MENA,Israel,Israzion,Yes
Fuel & Energy Efficiency,Renewable Energy,2015,Existing,https://sol-around.com,Manufactures bifacial PERT solar cells,Seed,,MENA,Israel,Sol-Around,Yes
Fuel & Energy Efficiency,Renewable Energy,2014,Emerging,https://tamuz-energy.com,Concentrated solar thermal products,Funded,,MENA,Israel,Tamuz Energy,Yes
Fuel & Energy Efficiency,New Fuel Types,2010,Distant,https://cenergy.it,Developer of high temperature PEM fuel cell,Unfunded,,Europe,Italy,cEnergy,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2017,Emerging,https://aeronext.com,Develops airframe for enhancing the gravity of drone flights,Unfunded,,Asia & the Pacific,Japan,Aeronext,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Emerging,https://jera.co.jp,"Fuel procurement, transportation, trading & power generation company",Unfunded,,Asia & the Pacific,Japan,JERA,Yes
Fuel & Energy Efficiency,New Fuel Types,2014,Emerging,https://jhym.co.jp,Technology solutions provider for hydrogen fueling infrastructures,Funded,,Asia & the Pacific,Japan,JHyM,Yes
Fuel & Energy Efficiency,New Fuel Types,2011,Emerging,https://lochenergy.com,Integrated company in cultivation and processing of microalgae to supply ingredient products for industries,Unfunded,,Asia & the Pacific,Japan,Loch Energy,Yes
Fuel & Energy Efficiency,New Fuel Types,2014,Emerging,https://tesnaenergy.com,Producer of biogas and hydrogen gas from wood chips,Unfunded,,Asia & the Pacific,Japan,Tesna Energy,Yes
Fuel & Energy Efficiency,New Fuel Types,2017,Emerging,https://toshiba-energy.com,Nuclear power project developer,Unfunded,,Asia & the Pacific,Japan,Toshiba Energy Systems,Yes
Fuel & Energy Efficiency,New Fuel Types,2015,Emerging,https://toshiba-newenergy.com,Hydrogen fuel cell system developers,Unfunded,,Asia & the Pacific,Japan,Toshiba New Energy,Yes
Fuel & Energy Efficiency,Renewable Energy,2013,Emerging,https://alliedrenewableenergy.com,Biodiesel producer,Unfunded,,Asia & the Pacific,Japan,Allied Renewable Energy,Yes
Fuel & Energy Efficiency,Renewable Energy,2014,Emerging,https://deusel.jp,Algae to biodiesel producer,Unfunded,,Asia & the Pacific,Japan,DeuSEL,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Existing,https://ecomarinepower.com,Renewable energy based power and propulsion system for marine vehicles,Unfunded,,Asia & the Pacific,Japan,Eco Marine Power,Yes
Fuel & Energy Efficiency,Renewable Energy,2013,Emerging,https://takara-chemical.jp,Petroleum products storage and terminalling company,Funded,,Asia & the Pacific,Japan,Takara Chemical,Yes
Fuel & Energy Efficiency,Renewable Energy,2011,Emerging,https://multilink-kenya.com,"A Trading Group in the areas of energy, financial services and international business.",Unfunded,,Africa,Kenya,Multilink Group,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2007,Emerging,https://biofuelbionas.com,Production of biofuels using nanotechnology,Unfunded,,Asia & the Pacific,Malaysia,Bionas Agropolitan Technology Corridor,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2010,Emerging,https://ceramicpro.com.my,Hydrophobic nanocoatings for various application,Unfunded,,Asia & the Pacific,Malaysia,Ceramic Pro,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Emerging,https://fathopesenergy.com,Renewable bio based fuel producing company,Funded,,Asia & the Pacific,Malaysia,FatHopes Energy,Yes
Fuel & Energy Efficiency,Renewable Energy,2016,Emerging,https://irespower.com,Solar and Hydrogen power based hybrid system developer,Unfunded,,Asia & the Pacific,Malaysia,Ires Power,Yes
Fuel & Energy Efficiency,Renewable Energy,2006,Emerging,https://lexsun.com.my,Manufacturer of hot water systems,Unfunded,,Asia & the Pacific,Malaysia,Lexsun,Yes
Fuel & Energy Efficiency,Renewable Energy,2015,Emerging,https://alsolen.com,Solar thermal power producer,Unfunded,,MENA,Morocco,ALSOLEN,Yes
Fuel & Energy Efficiency,Renewable Energy,2015,Existing,https://soundenergy.info,Heating and cooling buildings with thermo acoustic energy conversion technology,Seed,1200000,Europe,Netherlands,SoundEnergy,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Existing,https://we4sea.com,SaaS-based fuel monitoring solutions for marine industry,Seed,426688,Europe,Netherlands,We4Sea,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Emerging,https://anything-connected.com,IoT enabled solution for asset health monitoring,Funded,,Europe,Netherlands,Anything Connected,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Emerging,https://cereustechnology.com,Fuel efficient combustion technology for engines,Seed,,Europe,Netherlands,Cereus Technology,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2018,Emerging,https://marineperformancesystems.com,Provider of fuel management systems for maritime,Funded,,Europe,Netherlands,Marine Performance Systems,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2014,Emerging,https://nanocoating.expert,Cross-industry nano-hybrid coating solutions,Unfunded,,Europe,Netherlands,Nanocoating Expert,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Distant,https://sailrouter.com,Solution for reducing fuel consumption of merchant ships,Funded,,Europe,Netherlands,SailRouter,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2013,Existing,https://solabcool.com,Thermal based energy storage system developer,Seed,,Europe,Netherlands,SolabCool,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2012,Emerging,https://tdho.eu,Fuel efficient and CO2 reduction technology for diesel engines,Funded,,Europe,Netherlands,The Dutch Hydroxide Organization,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Emerging,https://yilkins.com,Efficient combustion technology for biomass residues,Unfunded,,Europe,Netherlands,Yilkins,Yes
Fuel & Energy Efficiency,New Fuel Types,2014,Distant,https://ateps.com,Energy Storage Solutions developer,Unfunded,,Europe,Netherlands,Ateps,Yes
Fuel & Energy Efficiency,New Fuel Types,2012,Existing,https://hymove.nl,Hydrogen fuel cells for electric buses,Unfunded,,Europe,Netherlands,HyMove,Yes
Fuel & Energy Efficiency,New Fuel Types,2017,Emerging,https://zepp.solutions,Developer of PEM hydrogen fuel cell system,Unfunded,,Europe,Netherlands,zepp.solutions,Yes
Fuel & Energy Efficiency,Renewable Energy,2015,Existing,https://degroenestroomfabriek.nl,Produces solar & wind energy,Seed,,Europe,Netherlands,De Groene Stroomfabriek,Yes
Fuel & Energy Efficiency,Renewable Energy,2017,Distant,https://dutchmarineenergy.com,Developer of marine energy projects,Seed,,Europe,Netherlands,DMEC,Yes
Fuel & Energy Efficiency,Renewable Energy,2010,Emerging,https://hollandbiomass4energysolutions.eu,Turnkey project developer in the bioenergy sector,Unfunded,,Europe,Netherlands,Holland Biomass 4 Energy Solutions,Yes
Fuel & Energy Efficiency,Renewable Energy,2013,Existing,https://seaqurrent.com,Developer of tidal kites to harness tidal energy,Unfunded,,Europe,Netherlands,SeaQurrent,Yes
Fuel & Energy Efficiency,Renewable Energy,2011,Existing,https://soelyachts.com,Solar powered electric catamarans,Unfunded,,Europe,Netherlands,Soel Yachts,Yes
Fuel & Energy Efficiency,New Fuel Types,2017,Emerging,https://hiringa.co.nz,Hydrogen energy solution provider,Unfunded,,Asia & the Pacific,New Zealand,Hiringa Energy,Yes
Fuel & Energy Efficiency,Renewable Energy,2017,Emerging,https://electricr.com,Provider of a SaaS-based calculator for optimal EV charging time,Unfunded,,Asia & the Pacific,New Zealand,electricR,Yes
Fuel & Energy Efficiency,Renewable Energy,2013,Emerging,https://gebiofuels.com,Cellulosic ethanol using waste biomass,Seed,800000,Africa,Nigeria,Green Energy BioFuels,Yes
Fuel & Energy Efficiency,New Vessel Design,2018,Distant,https://evoy.no,Manufacturer of marine electric propulsion systems,Seed,221274,Europe,Norway,Evoy,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Emerging,https://dengineering.no,Provider of intelligent sensor technology for automobile industry,Unfunded,,Europe,Norway,Disruptive Engineering,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2012,Emerging,https://mowi.com,Producer of salmon fish,Unfunded,,Europe,Norway,Mowi,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2012,Distant,https://tegma.no,Developer of thermoelectric generators,Funded,,Europe,Norway,TEGma,Yes
Fuel & Energy Efficiency,New Fuel Types,2017,Emerging,https://hyon.no,Provider of hydrogen production and storage solutions,Funded,,Europe,Norway,Hyon,Yes
Fuel & Energy Efficiency,Renewable Energy,2014,Emerging,https://fredolsen-ocean.com,Offshore wind development company,Unfunded,,Europe,Norway,Fred. Olson Ocean,Yes
Fuel & Energy Efficiency,New Fuel Types,2012,Emerging,https://duqmrefinery.om,Crude oil refining company,Funded,,MENA,Oman,Duqm Refinery,Yes
Fuel & Energy Efficiency,Renewable Energy,2017,Distant,https://napro.com.pe,Developer of renewable energy projects,Series A,2500000,Latin America and the Caribbean,Peru,NAPRO,Yes
Fuel & Energy Efficiency,New Fuel Types,2013,Emerging,https://bioeqenergy.com,"Constructs, owns and operates biofuel refineries",Funded,,Asia & the Pacific,Philippines,Bioeq Energy,Yes
Fuel & Energy Efficiency,Renewable Energy,2008,Emerging,https://green-power-panay.com,Biomass electricity generation,Unfunded,,Asia & the Pacific,Philippines,Green Power Panay Philippines,Yes
Fuel & Energy Efficiency,Renewable Energy,2012,Existing,https://hwbasiapacific.net,Developer and power producer in the solar and marine eenrgy sectors,Unfunded,,Asia & the Pacific,Philippines,H&WB Asia Pacific,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2015,Distant,https://elmodis.com,Machine Monitoring platform,Series A,5150000,Europe,Poland,Elmodis,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2011,Existing,https://uni-heat.com,Thermal energy storage solution provider,Series A,,Europe,Poland,Uniheat,Yes
Fuel & Energy Efficiency,New Fuel Types,2003,Emerging,https://horizonfuelcell.com,Manufacturer of PEM fuel cells,Series A,3224839,Asia & the Pacific,Singapore,Horizon Fuel Cell,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2011,Emerging,https://brightree.com.sg,Satellite and Internet of things (IoT) based remote fuel monitoring services for the marine industry.,Unfunded,,Asia & the Pacific,Singapore,Brightree,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2018,Distant,https://curvemarine.com,Provider of oxidative desulfurization solutions for oil and gas sector,Unfunded,,Asia & the Pacific,Singapore,Curve Marine,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2019,Emerging,https://dravam.com,Offers IoT based solutions for maritime bunkering industry,Funded,,Asia & the Pacific,Singapore,Dravam,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2011,Emerging,https://energygrowth-sg.com,Petroleum product distribution and logistics services provider,Unfunded,,Asia & the Pacific,Singapore,Energy Growth,Yes
Fuel & Energy Efficiency,Energy Efficiency & Storage,2016,Emerging,https://fxals.com,Petroleum products import & exporting company,Unfunded,,Asia & the Pacific,Singapore,Functional Strategies,Yes
